Raw Mark,HSC Mark
94,96
93,93
92,92
90,90
89,89
87,88
86,88
85,87
84,86
82,85
80,84
74,80
72,79
73,79
70,78
68,77
67,76
65,75
63,74
61,73
55,70
54,70
52,69
50,68
47,66
40,63
35,60
32,59
87,90
70,80
52,70
32,60
84,89
46,70
23,56
15,50
82,91
65,81
84,89
92,90
77,80
87,90
