Raw Mark,HSC Mark
96,97
94,96
90,92
86,89
84,88
99,99
98,98
91,93
90,92
89,91
87,90
82,86
80,86
55,70
97,98
96,97
89,92
88,91
87,91
72,80
70,79
65,76
92,95
86,91
84,89
70,80
62,76
50,70
97,98
95,97
89,92
79,87
75,85
96,98
80,91
57,79
99,99
90,95
87,93
86,93
82,91
79,89
75,86
63,78
57,77
89,94
81,89
92,95
81,90
